,CountryName,CountryCode,IndicatorName,IndicatorCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
749,Chile,CHL,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,6930.63,7223.99,8338.758,9101.494,9816.559,10190.593,11441.04,11496.045,12845.501,13344.213,14411.31,15295.057,16299.815,15434.403,14836.682,12889.505,13762.251,14095.948,14557.99,15434.403,15456.405,15764.433,14114.283,13611.904,13699.912,13256.205,14132.618,14627.663,16314.483,17935.297,18540.352,19130.739,20835.894,22838.076,24253.538,26857.108,29280.995,31077.825,31235.506,32181.592,30652.453,28488.923,30348.092,29611.025,31349.183,33853.744,35764.251,47263.963,47590.326,44968.421,43494.287,45665.151,45199.442,45951.177,43853.653,44389.035,46101.524,,,,
750,Chile,CHL,CO2 emissions (kt),EN.ATM.CO2E.KT,13490.893,14473.649,16725.187,17355.911,17524.593,17766.615,18793.375,19259.084,21224.596,22555.717,24664.242,27095.463,28191.896,27652.847,25955.026,23014.092,24103.191,23109.434,22948.086,24862.26,25265.63,24554.232,20615.874,20839.561,22200.018,21503.288,22247.689,22673.061,26926.781,32386.944,33314.695,31323.514,32474.952,34627.481,38103.797,41745.128,48499.742,56394.793,57641.573,61502.924,58815.013,53340.182,55162.681,55602.721,59775.767,61818.286,64814.225,71638.512,71851.198,66805.406,72250.901,79243.87,80974.694,83226.232,79100.857,83244.567,85822.468,,,,
751,Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.658786375,1.743012817,1.973031759,2.006373934,1.986496835,1.976347501,2.053282564,2.068179502,2.241519003,2.343375155,2.521098249,2.725154075,2.790261839,2.693678903,2.488784038,2.172717615,2.240723656,2.115710114,2.069415145,2.209021032,2.212528246,2.120031283,1.755452166,1.75005299,1.838033604,1.754334175,1.787562703,1.793339974,2.095843165,2.480093742,2.509652817,2.321075596,2.367010235,2.483157938,2.689741811,2.90282435,3.324776296,3.814010139,3.84848448,4.056171947,3.833506699,3.43772838,3.517039182,3.508135131,3.73249299,3.82001803,3.963081057,4.333797151,4.300340466,3.956216401,4.234476106,4.59822558,4.653625241,4.736431087,4.454138162,4.632585658,4.713171921,,,,
752,Chile,CHL,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,91.675,102.676,102.676,102.676,102.676,113.677,113.677,124.678,128.345,143.013,2368.882,2493.56,2555.899,2266.206,2258.872,2258.872,1598.812,1507.137,913.083,1419.129,1433.797,1642.816,1697.821,1804.164,1811.498,1848.168,1686.82,1653.817,2203.867,3256.296,2614.571,2200.2,2614.571,2449.556,2632.906,2618.238,2684.244,4532.412,6446.586,9039.155,11928.751,13527.563,13516.562,14748.674,16061.46,15570.082,14345.304,8771.464,4829.439,6384.247,10234.597,10458.284,9816.559,9299.512,8302.088,9119.829,9959.572,,,,
753,Chile,CHL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,4514.077,4444.404,4774.434,4605.752,4407.734,4363.73,4338.061,4558.081,4690.093,4734.097,4767.1,5155.802,4360.063,4675.425,4492.075,3571.658,3648.665,3854.017,3920.023,4250.053,5122.799,4935.782,3296.633,4044.701,5229.142,5060.46,5302.482,5236.476,7194.654,9893.566,10714.974,8635.785,7462.345,7634.694,9369.185,10318.938,14425.978,18621.026,17784.95,18533.018,14253.629,9270.176,9387.52,9251.841,10289.602,10260.266,12548.474,13017.85,16747.189,13443.222,16538.17,20865.23,23494.469,25415.977,24400.218,27183.471,27018.456,,,,
754,Chile,CHL,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,3.8784497,3.8784497,5.7,3.8784497,3.7,3.7,4.1372923,4.1372923,3.3,3.6,4.4,5.2,5.7,5,4.8,4.4,4,3.2,3,2.5,2.4,2.4,2.5,2.5,2.6,2.6,2.8,3.1,3.4318628,3.63,3.41,3.545,3.68,3.69,3.49,3.36,3.25,3.39,3.998511365,4.23,4.23,4.12,4.66,4.57,4.57,4.57,4.57,4.57,4.57,,
755,Chile,CHL,Aquaculture production (metric tons),ER.FSH.AQUA.MT,80,80,90,100,110,120,230,144,183,201,183,212,258,370,443,543,736,818,1093,1514,2088,2789,5316,1972,8611,7497,9941,13936,32349,51510,70464,105258,116281,135090,183747,206266,323115,375113,361430,305494,425058,631634,617303,607338,696157,739368,832329,806166,870845,881084,713241,969539,1075547,1045718,1227359,1057742,1050117,1219747.125,1287232.5,,
756,Chile,CHL,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.47530389,0.456077227,0.463161953,0.451055727,0.594553407,1.317187836,0.775097386,0.724790025,0.798735259,0.735980696,0.673936143,0.505795085,0.780869913,0.761951576,0.7688531,0.456872397,0.494209443,0.504793677,0.630232483,0.561183443,1.129536045,0.957095548,0.822652422,0.945175074,0.710171412,0.759478511,0.525895036,0.447810263,0.478362491,0.60910414,0.418089898,0.515665463,0.78365963,0.561379835,0.413150245,0.430312847,0.401820224,0.516847623,0.628793724,0.584384808,0.612455447,0.548634214,0.519454689,0.546880874,0.628623696,0.596979673,0.646069639,0.551447115,0.485683855,,
757,Chile,CHL,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,9.598958232,6.067782452,5.247790281,6.806748356,9.903446222,10.39175987,10.91940362,7.326656983,6.080403878,7.55879447,6.872851653,4.024035858,4.940062817,7.063347914,6.003114714,7.213503052,6.065953649,7.492409659,10.90381294,11.83685886,9.547964622,7.94256227,6.586540687,4.813812773,6.120697281,7.184430133,5.959718477,6.044030805,4.272503352,5.019484552,6.580137404,6.052641296,5.833126799,6.984655099,11.58970491,12.80623658,20.94604098,20.76981861,18.85618584,14.06171898,17.42732158,17.90951159,15.73455037,14.45282094,14.01076292,11.58471863,9.646499472,11.16941765,11.46398231,,
758,Chile,CHL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,10.16669842,6.617347549,5.80807511,7.35729952,10.97087695,12.74302107,12.44302331,8.464040837,7.197664724,8.926294318,8.644882865,5.518346018,6.589869766,9.058878028,7.956952321,8.874437697,7.041954594,8.541776972,11.81411637,12.75993699,11.08985121,9.10695261,7.549233722,5.886367727,6.933976706,8.012616184,6.557403889,6.548514048,4.788160883,5.673119562,7.07108026,6.640678274,6.711467289,7.622699574,12.0580475,13.31413604,21.417547,21.3453668,19.5697436,14.71559972,18.10425322,18.5501577,16.3383611,15.09154236,14.7259328,12.22416048,10.32345059,11.75951393,11.99867778,,
759,Chile,CHL,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,4126.038,4014.748,4196.873,4083.289,4226.23,4172.817,4189.712,4133.075,4287.424,4437.433,4500.921,4507.152,4484.336,4570.175,4615.094,4508.361,4814.982,5030.091,5152.324,5159.64,5293.529,5262.219,5655.237,5833.518,5989.603,6352.21,6555.942,6757.659,6718.661,7167.262,7509.161,7438.016,7547.694,7844.147,8068.37,8271.172,8378.153,9272.751,9512.877,8532.192,8773.713,8861.45013,8949.18726,,,,,,,,
760,China,CHN,Land area (sq. km),AG.LND.TOTL.K2,,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424690,9424690,9424680,9424680,9424680,9424680,9424680,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424720,9424710,9424710,9424710,9424710,9424700,9424700.2,9424700.2,9424699.7,9424700.5,9424699.8,9424700,9424700,9424700,9424700.5,9424700.7,9424700.9,9424700.9,9424701.3,9424701.3,9424701.4,9424700.5,9424700.8,9424702.9,,
761,China,CHN,Surface area (sq. km),AG.SRF.TOTL.K2,,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000,9600000.2,9600000.2,9599999.7,9600000.5,9599999.8,9600000,9600000,9600000,9600000.5,9600000.7,9600000.9,9600000.9,9600001.3,9600006.3,9600007.4,9600010.5,9600010.8,9600012.9,,
762,China,CHN,Total fisheries production (metric tons),ER.FSH.PROD.MT,3173600,3173600,3280400,3348000,3483200,3690000,3825200,3825200,3931900,4067100,3970690,4494570,4996282,4922582,5360583,5654493,5703574,6411153,6438622,5973332,6252312,6174007,6766618,7327544,8211953,9236137,10416481,11733919,13189029,14326208,15107495,17147308,20607712,24697356,29231422,33865204,37799524,38467260,41144460,43209032,44573576,45506376,47586868,49490648,51958656,53793996,55906796,57517796,59230148,61125856,62843812,64411220,67528904,70662624,73683872,76016880,78337640,79935168,80966368,,
763,China,CHN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,2215094,2395838,2539279,2491069,2466117,2530460,2504425,2509289,2625692,2553251,2490020,2703602,3008671,3099216,3384961,3496766,3597449,3623109,3451288,3071706,3146970,3140232,3508610,3670055,3940713,4210121,4810254,5407952,5812730,6224910,6714530,7452199,8422552,9475687,11017836,12712706,14333737,14719861,15472568,15208077,14823866,14403875,14426596,14598934,14786243,14850730,14995706,14987636,15157263,15062980,15054057,15263615,15446318,15633567,16363366,16647935,16019262,15576685,14831310,,
764,China,CHN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,36.4200452,36.71214999,37.01486519,37.3174743,37.72098847,38.1032818,38.48557514,38.86733795,39.35700871,39.84402687,40.33709296,40.82686982,41.42179592,42.12643373,42.61540698,43.24103321,43.8665999,44.4997602,44.98407373,45.46775063,46.02999784,47.04864998,48.15351625,49.38507131,50.63774116,51.28593362,51.84913636,52.4452315,53.09342396,53.75169635,54.35426386,54.66483177,55.07948819,55.56831168,55.56812298,55.57221389,55.57139159,55.57078149,55.5703836,55.57004467,55.63284065,55.69563782,55.75833183,55.82048764,55.88318285,55.94576662,56.00835158,56.07093654,56.1332002,56.12027552,56.11691083,56.10782831,56.10803814,56.09673805,56.09020144,56.08166541,56.07935055,56.07908341,,
765,China,CHN,Arable land (% of land area),AG.LND.ARBL.ZS,,10.97085318,10.93934024,10.91843772,10.8974291,10.87122137,10.82273176,10.77105903,10.71938629,10.67004785,10.61752629,10.57158318,10.52235084,10.47216357,10.53168801,10.37551368,10.35602585,10.3364429,10.3155757,10.30088024,10.2867153,10.35037794,10.87040713,11.4646985,12.17485599,12.82113857,12.8619888,12.82941472,12.90145968,13.03875892,13.20799561,13.32089081,13.11048557,12.94008172,12.8761007,12.75730207,12.73163843,12.6989849,12.69784428,12.69744639,12.69706198,12.75985887,12.8014352,12.82115475,12.84087253,12.86695861,12.90301725,12.89663449,12.92261352,12.94296832,12.87784131,12.80041683,12.72820233,12.70719317,12.69589308,12.68935693,12.68081675,12.67850328,12.6782458,,
766,China,CHN,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,95.9348257,94.71736964,93.61962577,93.07570872,91.98405371,91.04461514,89.93168077,88.61558776,88.08551901,86.89443124,86.3654941,84.07512758,82.80054951,80.98620345,78.61591336,79.2052111,76.16928005,76.27398027,76.48650614,76.82925633,76.58051471,77.56955041,79.09319373,79.35825325,80.19073404,80.63898979,80.17255894,80.17882717,79.94286324,79.79141767,80.98110149,79.99370889,78.77997445,77.48548776,77.90549047,77.45894307,76.88451736,75.27553945,73.60165991,71.74202789,70.43358773,69.7002738,72.22989434,73.16503296,73.34289051,75.08977903,75.19024978,74.3385454,75.91833148,74.27696276,74.91045642,75.16045299,74.49631913,73.10959096,72.20364323,71.68972532,70.26813143,,,,
767,China,CHN,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,2.947310081,4.049153105,4.94641385,5.333031036,6.351657574,7.359070563,8.527980023,9.817680119,10.38333412,11.59045574,12.27580766,13.7103656,14.86087001,16.41123109,18.49395399,17.83841746,19.99509511,19.66668999,19.3016951,18.64089959,18.63601487,17.67712239,16.32775716,15.83579519,14.96898551,14.48355722,14.66024356,14.5623995,14.49295772,14.72804367,13.53142497,13.89319417,14.37203804,14.89910538,13.8661135,14.11364515,14.75678028,16.09501302,16.83699977,17.99971708,19.06556207,18.91978281,16.97597473,16.02703316,16.0461155,14.4289432,13.77284823,13.50399432,12.8545288,12.60016846,12.45967823,11.55570458,11.74319891,12.04553969,12.28250638,13.09673212,13.50846746,,,,
768,China,CHN,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0.255511822,0.510793756,0.527950569,0.4484079,0.464960134,0.443763049,0.491702089,0.646668472,0.573202584,0.651784466,0.71380369,0.819041245,0.997075298,1.185049446,1.462695874,1.482667008,1.620453396,1.774854824,1.799180914,1.859674428,1.863501513,1.681538446,1.450314544,1.407161853,1.335946497,1.263136696,1.274695904,1.204793285,1.153568184,1.197597497,1.200408292,1.201029454,1.126498722,1.242122882,1.360328061,1.279142968,1.285164121,1.273801874,1.520367721,1.64603323,1.757482492,1.92720184,1.403457977,1.338978164,1.367713963,1.441874493,1.590347723,2.022100591,1.98325906,2.274690106,2.27607001,2.529310267,2.770349899,3.123310922,3.438424818,3.617044656,4.07449471,,,,
769,China,CHN,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,23010.425,22354.032,21781.98,23289.117,27751.856,35027.184,44583.386,42533.533,48690.426,66904.415,94722.277,120189.592,138440.251,158949.782,182722.943,204358.243,239180.075,257694.758,282223.321,278655.33,273426.188,256583.657,258021.121,263987.33,271673.362,284826.891,303315.905,321786.584,343410.883,354730.912,330561.715,356318.723,386109.431,428899.654,424059.214,468613.264,511040.454,558418.094,559719.879,597240.623,649216.681,659839.98,653620.748,727694.148,839779.67,850868.678,899269.411,904450.882,970911.59,952294.231,1093466.397,1124778.91,1177675.385,1235632.32,1264106.575,1328664.11,1336397.813,,,,
770,China,CHN,CO2 emissions (kt),EN.ATM.CO2E.KT,780726.302,552066.85,440359.029,436695.696,436923.05,475972.933,522789.522,433234.048,468928.626,577237.138,771617.474,876633.02,931575.681,968542.708,988014.478,1145607.47,1196193.735,1310310.775,1462168.579,1494859.884,1467192.369,1451501.276,1580260.647,1667029.201,1814908.31,1966553.428,2068969.071,2209708.531,2369501.723,2408540.605,2442918.73,2564699.8,2686532.208,2878694.009,3058241.33,3320285.15,3463089.131,3469510.048,3324344.519,3318055.614,3405179.867,3487566.356,3850269.326,4540417.061,5233538.733,5896957.705,6529291.518,6697654.489,7553070.247,7557789.676,8776040.416,9733538.12,10028573.94,10258007.13,10291926.88,10145004.86,9893037.952,,,,
771,China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.170381372,0.836046901,0.661428164,0.640001899,0.625646054,0.665524211,0.710891382,0.574162147,0.605451997,0.725149509,0.942934535,1.042239697,1.080676637,1.098195691,1.097367111,1.250124095,1.285283136,1.388842897,1.52920111,1.542675099,1.495250749,1.460431817,1.566739684,1.629055908,1.75044806,1.871054791,1.939434257,2.038410689,2.150905225,2.153077911,2.152000537,2.228662125,2.306095614,2.442800659,2.565993892,2.755754966,2.844309582,2.820567891,2.67674598,2.648649247,2.696862433,2.742120813,3.007083197,3.524074093,4.037990651,4.523178064,4.980314197,5.082123622,5.701915025,5.677170257,6.560520007,7.241515419,7.424750916,7.557211045,7.543907641,7.398524566,7.175809897,,,,
772,China,CHN,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1994.848,2819.923,2324.878,1958.178,2031.518,2112.192,2570.567,2801.588,2687.911,3762.342,5507.834,7179.986,9288.511,11477.71,14451.647,16985.544,19383.762,23256.114,26307.058,27799.527,27341.152,24407.552,22918.75,23457.799,24246.204,24840.258,26373.064,26622.42,27333.818,28844.622,29324.999,30802.8,30263.751,35756.917,41602.115,42471.194,44506.379,44194.684,50542.261,54616.298,59845.44,67212.443,54036.912,60795.193,71579.84,85026.729,103838.439,135433.311,149796.95,171916.294,199748.824,246191.379,277826.588,320389.457,353880.168,366949.356,403091.308,,,,
773,China,CHN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,748988.417,522903.199,412262.475,406457.614,401899.533,433347.725,470153.404,383912.898,413058.214,501586.928,666411.244,737030.33,771349.783,784385.968,776736.606,907380.815,911132.156,999426.182,1118361.66,1148489.732,1123583.468,1125923.014,1249878.615,1322925.255,1455388.296,1585808.818,1658745.448,1771718.384,1894247.522,1921808.694,1978302.496,2051598.492,2116449.387,2230570.094,2382537.908,2571857.784,2662579.364,2611692.405,2446772.747,2380440.384,2398390.349,2430843.299,2781045.466,3321997.639,3838428.583,4428012.51,4909390.601,4978938.923,5734164.907,5613696.623,6574171.931,7315771.343,7470918.446,7499587.052,7431146.164,7272926.115,6951652.911,,,,
774,China,CHN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,1.6102769,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.9,1.7,1.7,1.8,1.8,1.7,1.7,1.8,1.6,1.6,1.6,1.7861795,1.7861795,1.5,1.5,1.8,1.7,1.7,2.0359013,2.0030148,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,,
775,China,CHN,Aquaculture production (metric tons),ER.FSH.AQUA.MT,958506,777762,741121,856931,1017083,1159540,1320775,1315911,1306208,1513849,1480670,1790968,1987611,1823366,1975622,2157727,2106125,2788044,2987334,2901626,3105342,3033775,3258008,3657489,4271240,5026016,5606227,6325967,7376299,8101298,8392965,9695110,12185159,15221669,18213586,21152498,23465788,23747400,25671892,28000956,29749708,31102502,33160272,34891716,37172412,38943268,40911092,42530160,44072888,46062876,47789756,49147608,52082584,55029056,57320504,59368940,62318376,64358480,66135060,,
776,China,CHN,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.626111743,0.518878176,0.594565234,1.192766313,1.109985281,1.130096585,1.460975507,1.573525595,1.737648072,2.075807177,2.184191983,1.451956539,1.463742403,1.205613282,0.828553539,0.798553972,1.007003772,1.114375781,0.967324649,0.920649328,0.874344087,0.851311241,0.879295498,0.840486805,0.731759807,0.769146303,0.676546953,0.505691582,0.406925471,0.253557625,0.222728103,0.210789669,0.206170005,0.240689051,0.188640142,0.13981108,0.144537038,0.18285651,0.225378572,0.199418466,0.188630203,0.164206328,0.141130587,0.125324218,0.14223698,0.101869687,0.112348766,0.105854328,0.082596405,,
777,China,CHN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.19031175,0.142431136,0.111911331,0.175160652,0.319418711,0.22049297,0.421327355,0.423534772,0.280548155,0.354065014,0.40460405,0.532471129,0.465097512,0.407949017,0.287605061,0.254012158,0.175064562,0.258696438,1.111366914,0.395103673,0.376861736,0.354808159,0.259892904,0.117713893,0.156147847,0.143573901,0.109000222,0.085648239,0.094304051,0.020115181,0.072890924,0.086824581,0.09497317,0.141710509,0.292289215,0.817071008,1.382765929,2.330662489,2.687337451,1.271656096,2.414718784,2.83108216,0.967460423,0.810058969,0.571116966,0.37599316,0.389636384,0.406578271,0.330954107,,
778,China,CHN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.837844833,0.81044818,0.961404325,1.83619969,4.844219957,7.162072787,8.973067558,9.377429508,10.88636872,16.55301306,19.1999281,19.1613329,16.46228276,12.30659954,10.07523913,9.474988182,5.521697847,6.141019246,6.060216661,6.766926912,8.188932007,5.367553597,4.614394578,3.847541911,2.928849054,2.977676746,2.820469033,2.238345441,1.387346922,1.484223396,2.522631924,2.54492948,1.889533273,2.092796806,4.859027589,5.205681936,5.709549616,6.478898047,9.90851888,4.069690402,6.377627915,8.006548671,4.161027487,3.092712802,2.446252776,1.357421916,1.256267682,1.475589615,1.584155062,,
779,China,CHN,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,139154.97,141874.29,148863.86,158473.86,154280.49,166425.05,173203.82,190822.36,209298.36,222217.3,237185.34,233575.7,241870.06,260209.66,270793.99,263144.43,269658.77,300178.58,316382.9,324573.1,340451.3,345284.2,353911.5,347252.7,363425.4,408093.3,423537.5,403657.2,414138.3,414138.3,414138.3,421934.8,421934.8,423618.1,450616,460545.3,478878.7,492159.1,502550.3,527747.1,550296.5,568731.4328,587166.3655,,,,,,,,
780,Cote d'Ivoire,CIV,Land area (sq. km),AG.LND.TOTL.K2,,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,,
781,Cote d'Ivoire,CIV,Surface area (sq. km),AG.SRF.TOTL.K2,,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,322460,,
782,Cote d'Ivoire,CIV,Total fisheries production (metric tons),ER.FSH.PROD.MT,40500,42100,43600,45600,54600,59500,60800,66100,68400,67400,64302,77530,75199,60763,66690,58590,75917,67054,65012,73621,70068,75586,73753,79858,73701,101927,103648,101682,89506,99171,95100,83108,87345,70174,74095,70575,73839,67617,73390,79273,81520,77030,70676,69769,55267,43531,55696,48590,45089,44233,49738,55862,56285,65054,78549,102546,108626,95749,110029,,
783,Cote d'Ivoire,CIV,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,40500,42100,43600,45600,54600,59500,60800,66100,68400,67400,64302,77530,75199,60763,66690,58590,75917,67054,65012,73621,70068,75586,73753,79858,73680,101867,103435,101453,89336,99003,95000,82855,87039,69823,73978,70189,72711,67167,72528,78273,80323,76005,69870,68903,54401,42665,54830,47300,43799,42893,48038,52468,52565,61334,74799,98546,104234,91249,105529,,
784,Cote d'Ivoire,CIV,Agricultural land (% of land area),AG.LND.AGRI.ZS,,49.3081761,49.93710692,49.93710692,50.25157233,50.56603774,50.56603774,50.78616352,50.78616352,50.94339623,50.94339623,51.25786164,51.28930818,51.69811321,52.27987421,52.56289308,52.95597484,53.71069182,54.11949686,54.16666667,54.26100629,54.62264151,55,55.29559748,56.29245283,57.16981132,57.48427673,57.86163522,58.86792453,59.18238994,59.52830189,59.59119497,60.37735849,61.32704403,61.94968553,62.26415094,62.26415094,61.94968553,61.94968553,61.63522013,61.63522013,61.63522013,61.63522013,61.63522013,62.89308176,63.52201258,63.83647799,64.77987421,64.77987421,64.77987421,64.77987421,64.77987421,65.09433962,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,,
785,Cote d'Ivoire,CIV,Arable land (% of land area),AG.LND.ARBL.ZS,,5.283018868,5.283018868,5.283018868,5.283018868,5.283018868,5.283018868,5.34591195,5.34591195,5.34591195,5.34591195,5.34591195,5.377358491,5.471698113,5.581761006,5.70754717,5.786163522,5.911949686,6.006289308,6.053459119,6.147798742,6.194968553,6.257861635,6.396226415,7.235849057,7.48427673,7.48427673,7.547169811,7.610062893,7.610062893,7.641509434,7.704402516,8.176100629,9.125786164,9.433962264,9.433962264,9.433962264,9.119496855,9.119496855,8.805031447,8.805031447,8.805031447,8.805031447,8.805031447,8.805031447,8.805031447,8.805031447,9.119496855,9.119496855,9.119496855,9.119496855,9.119496855,9.433962264,11.00628931,11.00628931,11.00628931,11.00628931,11.00628931,11.00628931,,
786,Cote d'Ivoire,CIV,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
787,Cote d'Ivoire,CIV,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,100,100,100,100,100,100,95.75070822,91.37931034,90.64449064,90.68541301,91.89189189,90.78590786,90.0243309,89.71428571,91.14315139,100,100,100,100,100,89.56982911,86.61740558,90.99639856,93.40909091,95.04748982,95.3953954,93.54640443,95.75178998,96.19695757,97.07401033,95.04734159,94.53376206,93.82826476,95.33607682,88.2629108,91.08033241,82.69410664,74.12790698,71.61803714,56.69982446,59.6112311,61.84148078,58.83241067,50.97380792,56.79425837,53.23336457,52.62054507,53.8961039,52.48917749,48.28256643,43.47368421,46.25506073,54.6566693,54.1366289,53.76984127,50.6523921,36.80818802,,,,
788,Cote d'Ivoire,CIV,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.440443213,10.94480823,18.55620155,23.71352785,38.20947923,35.63714903,33.98196488,36.73880221,43.04902619,38.99521531,42.64292409,44.81132075,42.64069264,44.85930736,49.25469864,43.63157895,41.34615385,35.16179953,35.1184346,34.12698413,35.22917364,44.61713419,,,,
789,Cote d'Ivoire,CIV,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,462.042,553.717,586.72,623.39,762.736,1173.44,1239.446,1360.457,1598.812,1892.172,2244.204,2456.89,2713.58,2878.595,3245.295,3989.696,3964.027,4055.702,4818.438,5423.493,5573.84,3868.685,5559.172,4521.411,5137.467,6989.302,5581.174,7356.002,8811.801,8272.752,4785.435,4312.392,3846.683,5097.13,4136.376,6028.548,6483.256,5610.51,4950.45,3553.323,4048.368,4778.101,4286.723,2783.253,4352.729,4165.712,3681.668,3652.332,3556.99,2731.915,3028.942,3351.638,5078.795,5782.859,5962.542,5551.838,3560.657,,,,
790,Cote d'Ivoire,CIV,CO2 emissions (kt),EN.ATM.CO2E.KT,462.042,553.717,586.72,623.39,762.736,1173.44,1294.451,1488.802,1763.827,2086.523,2442.222,2706.246,3014.274,3208.625,3560.657,3989.696,3964.027,4055.702,4818.438,5423.493,6222.899,4466.406,6109.222,4840.44,5405.158,7326.666,5966.209,7682.365,9160.166,8522.108,5034.791,4561.748,4099.706,5346.486,4686.426,6618.935,7840.046,7568.688,6912.295,6266.903,6791.284,7726.369,7286.329,5460.163,7664.03,7825.378,6996.636,6776.616,6776.616,5658.181,6967.3,7245.992,9292.178,10681.971,11089.008,10960.663,9673.546,,,,
